date,timestamp,price,market_caps,total_volumes
2025-12-03,1764720000000,91344.73275150164,1824843161126.1367,83138039128.81346
2025-12-04,1764806400000,93619.43750817105,1868050658597.6567,81429135004.88295
2025-12-05,1764892800000,92140.70419795792,1839369557445.9072,67878296355.02588
2025-12-06,1764979200000,89307.09154512963,1782798987370.1692,50193142876.74388
2025-12-07,1765065600000,89244.7620814118,1781194798199.8435,24818678152.49986
2025-12-08,1765152000000,90162.90714007126,1799656690088.5503,33912893266.90874
2025-12-09,1765238400000,90618.0535204608,1808394676576.639,45466493941.40448
2025-12-10,1765324800000,92723.21372069632,1852116289106.247,54575121853.64529
2025-12-11,1765411200000,92005.13714957412,1837321739746.956,52189659395.756485
2025-12-12,1765497600000,92494.17691640416,1848922166365.7808,53232377699.4084
2025-12-13,1765584000000,90307.26028567804,1803244893514.8884,67750393558.62937
2025-12-14,1765670400000,90257.4292885891,1801496999571.6904,35222775785.402145
2025-12-15,1765756800000,88230.77409367911,1761380944797.1238,33808538697.04244
2025-12-16,1765843200000,86413.9190195637,1724624039059.303,50630498834.055145
2025-12-17,1765929600000,87821.88919109134,1751373602587.6565,48317754254.70281
2025-12-18,1766016000000,86064.94716216,1718491930388.8372,48886793507.656334
2025-12-19,1766102400000,85450.3312009302,1704341132953.6216,58649139178.511856
2025-12-20,1766188800000,88103.86075721023,1759398134896.644,51932451056.500565
2025-12-21,1766275200000,88347.94310567998,1762805314679.9844,17103607834.780054
2025-12-22,1766361600000,88577.42038358838,1768920028841.514,22541294542.323105
2025-12-23,1766448000000,88491.12020788102,1767081210842.8062,41948947368.21024
2025-12-24,1766534400000,87406.43636737975,1745209464473.6252,46353794741.51
2025-12-25,1766620800000,87642.60888119951,1749379166231.2852,29100645180.040016
2025-12-26,1766707200000,87229.78066010943,1741491085115.601,22773603342.32636
2025-12-27,1766793600000,87305.95655961394,1743187621561.159,47130449135.78671
2025-12-28,1766880000000,87807.003210775,1753375412209.345,15670944599.660688
2025-12-29,1766966400000,87822.90829076794,1753595375313.038,17428479525.19913
2025-12-30,1767052800000,87156.56266080117,1739794323451.9631,53957962807.98879
2025-12-31,1767139200000,88414.62856073362,1765833387995.6162,39734225800.079216
2026-01-01,1767225600000,87520.18048742875,1747837206254.3645,37245075349.02766
2026-01-02,1767312000000,88727.67004249741,1771365149347.3962,21163124465.205837
2026-01-03,1767398400000,89926.27924953419,1795890115524.7178,50705395175.73333
2026-01-04,1767484800000,90593.85443180415,1809211438368.9963,23480735292.761147
2026-01-05,1767571200000,91373.21588108438,1824986876689.233,31050236622.94897
2026-01-06,1767657600000,93926.7956485658,1876558232963.0544,59451605754.8414
2026-01-07,1767744000000,93666.86387314304,1870043996457.1853,57439451725.50999
2026-01-08,1767830400000,91257.15544035909,1822220317807.3809,47910812257.04945
2026-01-09,1767916800000,90983.51578142623,1817249307661.4592,48319133568.46919
2026-01-10,1768003200000,90504.8956034002,1807784901284.322,43664879516.319695
2026-01-11,1768089600000,90442.01907847,1806483854865.5005,13961660357.407768
2026-01-12,1768176000000,90819.36598904192,1814078415941.0112,19870776213.77465
2026-01-13,1768262400000,91134.96917951509,1820530763450.6675,46923085427.627655
2026-01-14,1768348800000,95260.4422971001,1902289955573.257,66844465446.74208
